,berita,categories,berantai,topik,jenis,,,
241,"COBA DI BACA SAMPAI TUNTAS SURAT DARI K.H. MUSTOFA BISRI (GUS MUS) KETOKE KOK MASUK AKAL

Kepada Yth. Para Saudaraku Keturunan Arab di Indonesia

Hal: Tabiat tak bermanfaat

Assalamualaikum, WW.

Semoga Bapak, Ibu selalu dalam lingkup kebaikan dan di jaga Allah dalam bermuamalah.

Perlu dibaca Surat dari Mustofa Bisri alias Gusmus

Hal: Tabiat tak bermartabat.

Assalamualaikum, WW.

Semoga Bapak, Ibu selalu dalam lingkup kebaikan dan dijaga Allah dalam bermuamalah.

Bapak, Ibu, seperti kita ketahui dan rasakan bersama bahwa akhir-akhir ini khususnya sejak Rizieq Shihab mendirikan FPI, seolah dia mengambil alih peran ulama, peran ustadz, peran satpol PP, bahkan peran penegak hukum. Dia menyebut dirinya imam besar umat Islam Indonesia, entah siapa yang mengangkatnya. Padahal sejak Wali Songo pun tidak ada klaim imam besar umat Islam Indonesia, karena kita sadar betul bahwa Islam di Indonesia juga beragam aliran.

Setelah rentetan keributan dan penghasutan dari mulut kotornya Rizieq, seperti rentetan demo murahan, Minggu ini kita dibuat lelah melihat prilakunya sejak pulang ke Indonesia setelah 3,5 tahun kabur dari kasusnya, dia seolah bak manusia dewa dengan kelakuan bejatnya mengumbar gaya. Membiarkan penjemputan dan melakukan hajatan dengan mengumpulkan ribuan masa di tengah pandemi Corona, yang bisa memicu penularan massal. Melakukan orasi tak senonoh di atas mimbar di acara maulid nabi yang diadakannya sendiri. Ngaku cucu nabi, habib kok kelakuan jongkok.

Pengakuan imam besar atas dirinya terus dilanjutkan dengan mulut tak pantasnya, sampai orang mengatakan tema maulid nabi dengan isu ""lonte"", ini sangat memalukan umat Islam secara keseluruhan. Agama jadi mainan, nabi dilecehkan, Bahkan Tuhan dipermainkan. Ini keterlaluan, sekali lagi keterlaluan.

Tidak dapat dipungkiri bahwa prilaku dan tindakannya yang lalu mengganggu ketenteraman umat Islam sendiri dan umat yang beragama lain. Karena saat ramadhan FPI bisa mensweeping orang jualan makanan, saat Natal mereka bisa masuk ke Mall mengganggu orang yang bekerja memakai baju Sinter Class. Kebiasaan itu berkembang menebar permusuhan sampai ke tingkat penghinaan kepada Pancasila, ulama, bahkan Kepala Negara.

Saya tidak menyamaratakan kelakuan saudara kita keturunan Arab yang tinggal di Indonesia seolah ""berengsek"" semua, masih banyak ulama dari saudara keturunan Arab yang berilmu dan mulia, ada Prof. Quraisy Shihab, dst. Tapi dalam berpolitik warga keturunan Arab yang seolah mengklaim warga kelas atas karena nabi Muhammad lahir di sana, hanya saja sebagian yang ada di Indonesia ternyata keturunan Abu Jahal, dan Ibnu Muljam. Buktinya mereka jahat dan kejam merusak tatanan keIslaman dan keamanan sosial serta mengancam negara kesatuan RI yang lahir dari darah pahlawan, bukan hadiah dari raja Arab.

Jenderal Purnawirawan Hendro Priyono pernah beberapa kali memperingatkan dengan keras dan menyebut warga keturunan Arab jangan membuat onar di Indonesia. Namun tanpa meminjam kalimat beliau pun di depan mata kita dengan kasat bisa kita lihat, bahwa kalimat itu nyata adanya.

Kita sebut saja prilaku Anies Baswedan dengan mengacak Jakarta, Yusuf Martak, Ba'asyir, Heikal Hasan, dst. Bicaranya selalu revolusi, dan sejenisnya menggertak NKRI, memaki Pancasila. Mengaku beradab, menyanjung keturunan kesayangan Tuhan, namun kelakuannya membahayakan negara kesatuan. Bahkan sekelas anaknya Rizieq sudah bisa memprovokasi di dalam pengajian, seolah Indonesia akan dikuasai China.

Dari statistik tahun 2018, warga keturunan Arab di Indonesia populasinya ada 11 juta, dan China 3,2 juta. Jujur kalau kita bicara muamalah warga keturunan China lah yang jauh lebih bermanfaat ada di republik ini karena dengan populasi sebesar 1,2% itu mereka menguasai 80% perekonomian Indonesia, jutaan tenaga kerja ditampung pada industri mereka, dari mulai makanan sampai baja dan pakaian.

Terus maaf warga keturunan Arab sumbangannya apa, import gamis sebagai budaya, sekalinya ngaku ulama jadi provokator, jualannya ngasi janji surga, padahal selama di dunia perut inilah yang harus diurus, nah warga China lah yang mengurusi perut sebagian besar rakyat Indonesia, bukan orang Arab yang janjikan surga
Coba melek mata dan hati. Anies ngaku pribumi, jadi gubernur Jakarta menggantikan Ahok yang China, padahal Anies juga bukan pribumi, dia berlindung di balik keislamannya yang berengsek.

Hasilnya Jakarta diacak-acak seperti orang tak berpendidikan, apalagi beragama. Mulutnya penuh kebohongan, munafik, dan menjijikkan untuk seorang manusia.
Lihat Minggu ini Jakarta dirusak dua orang keturunan Arab, Anies dan Rizieq dengan prilaku bejadnya, walhasil ada orang bejat ngaku ustadz jadi panutan, absurd. Korbannya dua Kapolda bego dicopot, dan TNI bergerak menertibkan baliho imam keparat yang menantang aparat.

Wahai saudaraku keturunan Arab, lihat foto yang ada, begitu mesranya kaummu dijamu keluarga Cendana yang 32 tahun merusak Indonesia, apakah ini pilihan kalian menjadi embrio meneruskan perusakan nyata dengan memakai tameng agama karena kalian telah mengukir bahwa Islam Indonesia adalah Islam kelas dua. Dan kalian mencemooh Islam Nusantara yang memang telah ada sejak Wali Songo dan sebelumnya.

Jadi jangan klaim bahwa kalianlah yang pertama mengajari kami berislam, karena 3 di antara Wali Songo adalah orang China. Jadi biarkan kami beragama Islam melakukan hablumminallah dan hablumminnas dengan cerdas, bukan teriak takbir, kelakuan kafir. Kami akan ikuti akhlak Rasullulah sebagai pedagang dan menghidupi jutaan manusia, itulah yang dilakukan orang China, tak salah Rasullulah berkata; belajarlah sampai ke China bukan ke Arab, dan sifat pedagang Rasullulah diteruskan orang China, sementara jazirah Arab dipenuhi perang saudara. Jangan kalian tularkan kebiasaan perang, biarkan kami membiasakan jadi pedagang, tapi bukan dagangan agama, menjual surga.

Pelajaran di atas harusnya cepat direspon oleh paguyuban Arab, apakah itu kumpulan para habib, atau apalah, yang penting hentikanlah keturunan Arab yang banyak membuat ulah dan membuat resah, jangan lagi agama dijadikan komoditi.

SELAMAT BERKACA SEBELUM TERLAMBAT ATAU MASIH MAU MINTA BANTUAN LAGI KE CENDANA.

Sidoarjo, 19 Nopember 2020.

KH. MUSTOFA BISRI - GUS MUS
Sumånggå dishare agar Indonesia lebih adem dan dijauhkan dari perpecahan.

Kh. Mustofa bisri",salah,tidak berantai,agama,[misleading content],,,
242,,salah,,,[fabricated content],,,
243,"“Assalamualaikum wr wb.
Bp ibu mohon untuk memberitahukan kepada putra putrinya mulai nanti malam dilarang berkeliaran diluar rumah atau berkerumun ditempat2 keramaian karena bapak Wali kota bersama satpol PP dan Satgas Covid 19 akan Razia keliling dg membawa mobil GDS/ Gerakan Disiplin Siswa. bagi yg terjaring akan diangkut di mobil untuk dikarantina , wali murid dan gurunya akan dipanggil juga, Razia masker bagi yg tidak memakai masker disuruh menyemprot lingkungan radius 1000 meter . Mohon untuk di Share di Paguyuban hari ini juga. Terim a kasih. Wassalamu’alaikum wr.wb

Serempak se Jawabarat
Anak” dan lansia dilarang keluar sesdh jam 7 malam
Bilih aya nu teu acan uninga”",salah,tidak berantai,lain,[fabricated content],,,
244,,salah,,,[fabricated content],,,
245,"“PENIPUAN MODEL BARU…..!!!
Modus’nya salah ngisi pulsa ke nomer kita, lalu dia ngirim cara untuk ngembali’in pulsa. Tapi sebenarnya yg dia kirim adalah format pengalihan DATA Kalo sampe kita tekan format itu maka Wassalam, semua panggilan dan sms masuk akan masuk ke hp si Penipu itu
termasuk VERIFIKASI aplikasi (WA,IG,FB TELEGRAM, KONGKOW MESSENGER, TOKEN BANK, dll) Maka Saya Ingatkan Agar
berhati-hatilah dengan Modus Baru Penipuan itu, Jika ada Pulsa nyasar ABAIKAN Saja, JGN pernah mau mengikuti saran/instruksi si Penipu itu utk mengembalikan pulsa. Biasanya dia ngisi pulsa’nya 50rb, terus dia minta untuk mengembalikan’nya Rp.40rb saja……!!!
Jika ada pulsa nyasar Biarkan saja anggap aja itu REZEKI yang TDK di sangka”. Jika dia ngeyel minta dibalikin pulsa’y, kirim manual saja lewat Mkios, jangan sekali” tekan FORMAT yang dikirim si Penipu yaaa…..? dari pada anda nanti kena musibah besar…..!!!
WASPADALAH……!!! dan……….>
Sebarkan Ke Semua Teman atau Grup yaah.”",salah,berantai,ekonomi,[fabricated content],,,
246,,salah,,,[false context],,,
247,"“TERBUKTI …!!! WASPADA …!!! Korea Selatan Kelabakan Lihat Warganya Meninggal Satu Persatu Usai Disuntik Vaksin http://www.repelita.com/korea-selatan-kelabakan-lihat-warganya-meninggal-satu-persatu-usai-disuntik-vaksin/ lewat @Repelita
Ter Bukti Vaksin China Membunuh….
KAMI MENGHIMBAU KEPADA SELURUH JAJARAN PENGURUS MUI DAN SELURUH JAJARAN PENGURUS ORMAS KEAGAMAAN TANPA KECUALI DAN SELURUH JAJARAN PENGURUS ORMAS PEMUDA TANPA KECUALI MULAI DARI TINGKAT PUSAT SAMPAI DAERAH SELURUH INDONESIA.
DEMI UNTUK MENYELAMATKAN NYAWA SELURUH RAKYAT INDONESIA KARENA PEMERINTAH SEBENTAR LAGI AKAN MEMERINTAHKAN SELURUH RAKYAT INDONESIA HARUS MENGIKUTI SUNTIKAN MASAL VAKSIN COVID -19.
OLEH KARENA ITU TOLONG FIRALKAN VIDEO PENJELASAN TENTANG DAMPAK BAHAYANYA SETELAH ORANG DISUNTIK DENGAN VAKSIN COVID-19, JUSTRU AKAN MENGAKIBATKAN SEMAKIN MENGGANASNYA VIRUS COVID-19 YANG UJUNGNYA AKAN BISA MENGAKIBATKAN KEMATIAN KEPADA ORANG YANG TELAH DISUNTIK VAKSIN”

Terbukti Vaksin Cina Membunuh
Vaksin kematian
Vaksin Bahaya
Kematian karna vaksin",salah,tidak berantai,kesehatan,[misleading content],,,
248,"Teman-teman,
Jika ada keluarga,teman, atau komunitas yang membutuhkan donor darah, terutama dalam keadaan emergency,
silahkan hubungi :

HOTLINE BFL
[Bloo For Life]
087875195599

Mereka akan segera membantu melaluo jejaring BFL yang terdiri dari banyak pendonor sukarela yang tersebar di seluruh Indonesia.

Semoga bermanfaat dan semoga mambantu.

:point_up_2: Silahkan di save, kami siap bantu kapanpun ada keluarga yang butuh darah, ini ga ada biaya apapun, ada 112 ribu standby donor di database kami yg siap bantu kapanpun ada keluarga atau kenalan yang butuh darah :blush:

Blood For Life Indonesia NB : tolong di share tuk rekan² yg ada di daerah.",salah,berantai,kesehatan,[fabricated content],,,
249,"""WOW!

🎉Perayaan ulang tahun Nike🎉

Nike menawarkan 3100 Sepatu, T-shirt dan Masker Gratis untuk semua orang

Menerima instruksi:

1. Masing-masing hanya dapat berpartisipasi sekali

2. Kuantitas terbatas, pertama datang pertama kali

3. Kegiatan Kesejahteraan tidak memerlukan biaya apapun

Dapatkan milikmu di sini GRATIS https://svip005.top/j/?c=nk""",salah,tidak berantai,ekonomi,[fabricated content],,,
250,,salah,,,[misleading content],,,
251,,salah,,,[misleading content],,,
252,,salah,,,[fabricated content],,,
253,"“Assalamu’alaikum wr wb..
Just info! Dari Ditlantas Polda besok ada razia Masker serentak di seluruh wilayah indonesia, dan melibatkan langsung turun lapangan dari semua lintas sektor dan dari kejaksaan, polisi, Pom dll…dan kalau ada yg TDK pakai masker langsung di tindak bayar ditempat 250.000…tolong infokan ke keluarga,tetangga dan teman semua ya….jangan sampai kena denda..
Saling mengingatkan semoga kt terhindar dari hukuman..

Razia masker di seluruh wilayah Indonesia

Razia masker seluruh wilayah indonesia
Ditlantas polda razia serentak masker
Just info !!!

Dari Dislantas Polda bsk ada Razia Masker serentak di seluruh Indonesia & melibatkan lsg turun Lapangan dr semua sektor dr Kejaksaan, Polisi, POM dll.
Klo ada yg tidak pake Masker lsg di Tindak Bayar ditempat Rp.250.000,-

Tolong di infokan ke Keluarga & Teman semua jgn smp anda kena Denda ok👍💝

Mari kita saling MENGINGATKAN 🙏

Razia masker seluruh indonesia

Razia Masker",salah,berantai,kesehatan,[fabricated content],,,
254,"“Pemerintah bekerjasama dengan semua operator memberikan bantuan internet gratis selama pandemi C0vid-19

Gratis untuk 100000 Rupiah pulsa

Apakah Anda sudah terpilih untuk PT Telekomunikasi Selular Indonesia Program Hadiah Pelanggan Setia?

Ini adalah peluang untuk memenangkan 100000 Rupiah, gratis isi ulang jika

Anda telah menggunakan PT Telekomunikasi Selular Indonesia secara teratur selama lebih dari 3 bulan.

Tenggat waktu:2020-12-1

Dukungan teknis: WhatsApp

Dapatkan sekarang DI SINI

https:// happy-17. xyz/money/index.php?=ss1604108137506”.",salah,tidak berantai,ekonomi,[fabricated content],,,
255,,salah,,,[impostor content],,,
256,,salah,,,[false context],,,
257,,salah,,,[fabricated content],,,
258,“Perdana Mentri Tiongkok Lie Khek Jiang atas perintah Xi Jing Ping meng-ultimatum Indonesia utk melindungi bangsa China keturunan yg berada diseluruh daratan Indonesia… peristiwa demi peristiwa dari tahun 1998 sampai 2015 dan 2020 sering akan meletus lagi gerakan akan membuat tragedi menyerupai peristiwa 1998….pemerintah China meng-ultimatum jangan sampai terulang kembali tragedi 1998… karena Pemerintah China tdk segan2 akan mendatangkan pasukan militernya utk melindungi rakyat China keturunan di Indonesia yg terancam dirampok hartanya dan memperkosa perempuan China keturunan. Pemerintah China sangat prihatin dan khawatir akan terulang kembalinya kejadian2 peristiwa yg lampau dimasa yg akan datang akan terulang kembali. Dan pemerintah China akan mengirimkan kapal perang terbesar dan pasukan tentaranya sebanyak2nya utk membasmi kaum kadrun di Indonesia. Xi Jing Ping telah mengumumkan bahwa Tiongkok saat ini beranggapan bahwa ibarat Hwa Chiao adalah anak… negara China adalah ibu sdh saatnya ibu melindubgi anaknya… saat ini Tiongkok sdh sangat powerfull sangat kuat utk melindungi anak2nya yg berada diseluruh dunia dan terutama di Indonesia baik dlm segi militer dan keuangan tersedia melindungi China keturunan China diseluruh pelosok dunia terutama yg di Indonesia yg telah berulang kali membunuh massal merampok dan memperkosa perempuan China keturunan yg tdk bisa dibiarkan terulang kembali. Kali ini China sdh sangat geram ! https://www.6parknews.com/newspark/view.php?app=news&act=view&nid=398089”,salah,tidak berantai,lain,[false context],,,
259,"Indonesia, Malaysia dan bbrp negara lain. saat ini sedang mengalami gelombang panas.”
gelombang panas melanda Indonesia

AWAS..!!!!!*
GELOMBANG PANAS
KINI MELANDA NEGARA KITA

Buat saudara ku yang baik
Siapkan diri menghadapi
Gelombang Panas

Banyak Minum yaaa
Hindari minum ES

Minum seteguk demi seteguk jangan langsung

Bisa sampai 40-50 derajat.
Silahkan kondisikan tubuh.
Apa tips yang harus dilakukan dan dihindari simak ya

Harap perhatikan hal hal berikut ini:

1. Seorang teman dokter datang ke saya mengatakan, cuaca sangat panas.
Di siang hari, bisa mencapai 40C.

Katanya:
”Pada 40 derajat, jangan Anda langsung minum air es! Pembuluh darah mikro bisa meledak. Seorang temannya, dari terkena terik matahari masuk ke rumah, mencuci kaki dengan air dingin. Pandangan mata jadi kabur, dia pun pingsan.

2. Suhu di beberapa tempat telah mncapai 38C atau lebih.
Dlm kondisi ini, jaga suhu tubuh agar lebih tinggi.
Bahaya ini tak hanya dari minum air es/dingin. Bahaya ini dapat terjadi bahkan sekedar mencuci tangan/muka/ kaki.
Anda tidak boleh menyiram/menyeka bagian tubuh yg panas terkena sengatan terik, dengan air dingin.
Anda membutuhkan sekitar 30 menit untuk membuat tubuh menjadi dingin sesuai suhu dalam ruangan.
Minumlah air hangat suam, 34-36 Celcius.

3. Seorang dokter di rumah sakit, memeriksa seorang pria yang sangat sehat. 3 tahun kemudian, dokter tsb bertemu pria itu lagi dalam kondisi stroke.
Pria itu pun bercerita:

""Beberapa waktu lalu, hari amat panas. Setelah kembali ke rumah, agar cepat dingin, saya segera mandi air dingin. Lalu, saya tidak dapat menggerakkan rahang dengan benar. Segera saya panggil ambulans untuk membawaku ke rumah sakit..""

Ingat, terutama di hari yang panas, hindari air dingin karena akan menyebabkan kontraksi pembuluh darah yang cepat.

Yang di rumah ada anak kecil, harus memberi tahu pembantu dan seisi rumah tentang hal ini.

Akhir-akhir ini cuaca panas di atas normal
Walau mungkin kita rasa nyaman bila minum dingin.., namun, itu sangat berbahaya !
*Hindari meneguk langsung minuman. Minumlah sedikit-demi sedikit, dengan perlahan
Tebarkan pesan ini ke keluarga-kerabat sekitar.
Ini bisa menyelamatkan nyawa!",salah,berantai,kesehatan,[misleading content],,,
260,,salah,,,[misleading content],,,
261,,salah,,,[manipulated content],,,
262,,salah,,,[fabricated content],,,
263,"“Buat Kelas 12 Jangan Lupa
Saksikan Peluncuran
sistem PMB 2021 di youtube LTMPT
OFFICIAL

Tanggal 10 november 2020
pukul 14.00 ~ 16.00

Agenda 10 November :

Jadwal SNMPTN
Jadwal UTBK
Jadwal SBMPTN
Jadwal Ujian Mandiri”",salah,tidak berantai,pendidikan,[fabricated content],,,
264,"“KANGKUNG YANG MEMATIKAN
(Hati2 memasak kangkung).
Diharuskan bila Anda memasak Kangkung, harap belah Batangnya!!
Bbrp hari yg lalu, di Klinik yg terkenal di Yogya, semua Dokter kebingungan karena ada seorang Pemuda asal SOLO bernama Rifai yg menderita sakit Perut. Pemuda itu dbawa ke Klinik oleh Ortunya setelah 2 hari menderita DIARE. Sudah bermacam Obat sakit perut yg diberikan kepada Pemuda itu, namun DIARE tidak kunjung sembuh.
Kemudian Ortu pemuda tersebut ditanya oleh Dokter, “Makanan apa yg di makan oleh pemuda tsb selama 2 hari ini?” Ortu anak itu kebingungan, krn sejak anaknya DIARE, pemuda tsb tak mau makan, dia hanya minum susu putih, itu pun muntah.
Setelah diperiksa, trnyta sebelum menderita DIARE, Pemuda itu makan Kangkung Tumis di Restoran bersama Ortunya. Dokter segera melakukan Rongent, ternyata dlm Usus Rifai telah berkembang Biak LINTAH dgn Anaknya yg Kecil2.
Dokter menyerah dan Menyatakan tdk sanggup mengambil tindakan Medis apapun. Akhirnya pemuda malang itu pun MENINGGAL DUNIA. Setelah diteliti, ternyata Lintah berada di Dlm Batang Kangkung yg Besar.
Memang, utk penggemar Kangkung Tumis yg paling enak adalah BATANGNYA.
Lintah yg berada di dalam Batang Kangkung itu Tdk akan Mati walau dimasak selama 20 Menit, apalagi utk Kangkung Tumis yg proses memasaknya Tdk terlalu Lama agar menghasilkan rasa Kangkung yg sedap. Lintah hanya akan MATI jika DIBAKAR !!!.
Dalam usus Pemuda tadi, Lintah hanya butuh waktu 1-2 Hari utk berkembang Biak. Jika ada Keluarga/Teman² yg mengalami Hal serupa, lakukan Tindakan dgn memberi minum “Air Rendaman Tembakau”. (bisa diambil dari Rokok Kretek) dan biasanya Lintah “Akan keluar & dlm keadaan Mati”.
Informasikan kpd Keluarga, Teman & Sahabat.
Ini kisah Nyata di Yogyakarta!
INGAT! MEMASAK KANGKUNG HARUS DIBELAH DULU BATANGNYA SEBELUM DIMASAK !!
dr.H. Ismuhadi, MPH

Mohon disebarkan sebanyak2 nya, sayangi Keluarga & Orang2 yang kita Cintai.
Semoga bermanfaat…????????????????”",salah,berantai,kesehatan,[misleading content],,,
